tweet_id,favorites,retweets,user_followers,user_favourites,date_time
738166403467907072,9192,3615,7690796,140762,2016-06-02 00:32:39
738156290900254721,2641,697,7690796,140762,2016-06-01 23:52:28
737826014890496000,5499,1868,7690797,140762,2016-06-01 02:00:04
737800304142471168,10435,3679,7690798,140762,2016-06-01 00:17:54
737678689543020544,5264,1416,7690798,140762,2016-05-31 16:14:39
737445876994609152,10740,4746,7690798,140762,2016-05-31 00:49:32
737322739594330112,3767,861,7690799,140762,2016-05-30 16:40:14
737310737551491075,15330,7888,7690799,140762,2016-05-30 15:52:33
736736130620620800,4497,1842,7690799,140762,2016-05-29 01:49:16
736392552031657984,18540,7879,7690799,140762,2016-05-28 03:04:00
736365877722001409,4163,1327,7691369,140762,2016-05-28 01:18:00
736225175608430592,8485,2938,7690799,140762,2016-05-27 15:58:54
736010884653420544,8233,3158,7690799,140762,2016-05-27 01:47:23
735991953473572864,3751,1222,7690799,140762,2016-05-27 00:32:10
735648611367784448,4178,1169,7690799,140762,2016-05-26 01:47:51
735635087207878657,6443,2495,7690799,140762,2016-05-26 00:54:06
